scenario,mode,snr_db,blocks,bits,ber_iter1,ber_iter5,ber_iter10,elapsed_s
edge_memory_unseen_pa,mismatch,2,8,32768,0.392486572265625,0.389251708984375,0.3892822265625,0.14960622787475586
edge_memory_unseen_pa,mismatch,3,10,40960,0.3775146484375,0.374951171875,0.3745849609375,0.18750476837158203
edge_memory_unseen_pa,mismatch,4,12,49152,0.357421875,0.3501790364583333,0.3507893880208333,0.21921896934509277
edge_memory_unseen_pa,mismatch,4.5,15,61440,0.3500162760416667,0.3458658854166667,0.34567057291666664,0.27116870880126953
edge_memory_unseen_pa,mismatch,5,20,81920,0.3352783203125,0.3320068359375,0.332373046875,0.36470508575439453
edge_memory_unseen_pa,mismatch,5.5,25,102400,0.327783203125,0.3295703125,0.330234375,0.4590320587158203
edge_memory_unseen_pa,mismatch,6,30,122880,0.32078450520833335,0.32289225260416665,0.32240397135416665,0.5530765056610107
edge_memory_unseen_pa,memoryless_pa,0,5,20480,0.413623046875,0.411181640625,0.411181640625,0.08945393562316895
edge_memory_unseen_pa,memoryless_pa,1,5,20480,0.39365234375,0.392236328125,0.392236328125,0.09235882759094238
edge_memory_unseen_pa,memoryless_pa,2,8,32768,0.372161865234375,0.368072509765625,0.368072509765625,0.1542360782623291
edge_memory_unseen_pa,memoryless_pa,3,10,40960,0.358935546875,0.3510498046875,0.3509033203125,0.203355073928833
edge_memory_unseen_pa,memoryless_pa,4,12,49152,0.3349812825520833,0.3208821614583333,0.3207600911458333,0.22285771369934082
edge_memory_unseen_pa,memoryless_pa,4.5,15,61440,0.3189615885416667,0.3043131510416667,0.304248046875,0.27472925186157227
edge_memory_unseen_pa,memoryless_pa,5,20,81920,0.30745849609375,0.29071044921875,0.29063720703125,0.3644545078277588
edge_memory_unseen_pa,memoryless_pa,5.5,25,102400,0.294404296875,0.277392578125,0.277568359375,0.459186315536499
edge_memory_unseen_pa,memoryless_pa,6,30,122880,0.2811686197916667,0.25847981770833334,0.2580973307291667,0.5606203079223633
edge_memory_unseen_pa,sequence,0,5,20480,0.4181640625,0.419921875,0.419189453125,0.652416467666626
edge_memory_unseen_pa,sequence,1,5,20480,0.404736328125,0.406298828125,0.406005859375,0.6617331504821777
edge_memory_unseen_pa,sequence,2,8,32768,0.3848876953125,0.380157470703125,0.380615234375,1.0430443286895752
edge_memory_unseen_pa,sequence,3,10,40960,0.3717529296875,0.3686279296875,0.3677734375,1.3185005187988281
edge_memory_unseen_pa,sequence,4,12,49152,0.35400390625,0.35205078125,0.3534138997395833,1.5776705741882324
edge_memory_unseen_pa,sequence,4.5,15,61440,0.3428873697916667,0.339599609375,0.34088541666666666,1.9586434364318848
edge_memory_unseen_pa,sequence,5,20,81920,0.334033203125,0.33192138671875,0.334033203125,2.6001358032226562
edge_memory_unseen_pa,sequence,5.5,25,102400,0.325859375,0.325,0.328076171875,3.2794787883758545
edge_memory_unseen_pa,sequence,6,30,122880,0.3164143880208333,0.3125,0.3195556640625,3.9818315505981445
